CEN_1871,REGCNTY,REGDIST,SUBDIST,POP_DENS,TYPE,POP,ACRES,TFR,ASFR_20-24,ASFR_25-29,ASFR_30-34,ASFR_35-39,ASFR_40-44,ASFR_45-49,ILLEG_RATIO,IMR,AV_AGE,AV_AGE_F,AV_AGE_M,DEPEND,C_WORK_AGE,ELD_WORK_AGE,SR
4180001,LINCOLNSHIRE,BOSTON,KIRTON IN HOLLAND,0.238722209,agriculture,5268,22067.4902,5.2443309,158.86684,285.05632,271.72926,212.98586,105.17883,15.04907,4.930966469,122.9885057,27.49127135,26.92365551,28.0693221,72.73025238,60.66863324,12.06161914,101.2532982
4180002,LINCOLNSHIRE,BOSTON,BENNINGTON,0.234477003,agriculture,6957,29670.28712,5.23889905,178.46906,237.81441,274.18594,221.73689,116.17943,19.39408,4.833333333,113.0268199,27.45712639,27.81167665,27.12809114,70.65912445,59.17363502,11.48548942,106.0821085
4180003,LINCOLNSHIRE,BOSTON,SIBSEY,0.155440752,agriculture,3192,20535.15543,4.64550705,187.6622,244.42232,240.17268,178.7795,64.541,13.52371,5.704697987,112.244898,26.82445141,26.86477573,26.78793309,69.77115487,58.43533795,11.33581692,116.7243368
4180004,LINCOLNSHIRE,BOSTON,BOSTON,2.117501819,semi-rural,17913,8459.496864,4.05852005,118.87551,205.18313,227.91038,167.55307,77.8466,14.33532,11.46015125,145.5673112,27.77101368,28.56137802,26.84978229,63.78521771,52.36919136,11.41602634,80.96341665
4180005,LINCOLNSHIRE,BOSTON,SWINESHEAD,0.192845423,agriculture,5506,28551.36473,5.507785,186.8505,265.54909,265.29965,242.6258,128.7516,12.48036,6.813996317,116.4144354,26.85140781,26.75588785,26.94169611,71.38854296,60.42963885,10.95890411,106.6924067
4190001,LINCOLNSHIRE,SLEAFORD,BILLINGHAY,0.180558034,agriculture,5791,32072.79047,5.286716,157.24651,257.41029,298.98272,223.08744,105.22864,15.3876,7.973421927,114.7368421,25.92971853,25.51423671,26.35083449,75.43168737,64.7985459,10.63314147,100.3033981
4190002,LINCOLNSHIRE,SLEAFORD,SLEAFORD,0.233636493,agriculture,8641,36984.80443,4.615333435,135.490062,232.056917,221.487002,208.798014,107.627051,17.607641,10.11764706,135.7758621,26.67816225,26.77278912,26.57953203,71.65276122,60.23043306,11.42232817,94.06322282
4190003,LINCOLNSHIRE,SLEAFORD,LEADENHAM,0.171488331,agriculture,3731,21756.58234,5.3586591,131.8589,259.38263,320.5541,236.40938,108.20258,15.32423,8.991825613,144.4805195,26.58777808,26.66014138,26.51744186,74.83598875,64.71415183,10.12183693,102.2748815
4190004,LINCOLNSHIRE,SLEAFORD,HECKINGTON,0.164326121,agriculture,4572,27822.72213,5.4936005,146.28134,282.0466,294.58165,239.42994,125.02014,11.36043,5.411255411,127.0718232,25.84667542,25.69411263,26.00718133,79.01331245,68.05011746,10.96319499,95.11077158
4190005,LINCOLNSHIRE,SLEAFORD,ASWARBY,0.166024212,agriculture,3099,18665.95216,5.24818455,142.58441,263.96497,302.77888,187.90769,136.21374,16.18722,6.071428571,103.6144578,27.37399161,27.28543177,27.45891277,70.27472527,59.72527473,10.54945055,101.1049724
4200001,LINCOLNSHIRE,GRANTHAM,COLSTERWORTH,0.147768097,agriculture,5171,34994.02173,4.72690095,136.61761,212.45773,254.9081,219.61477,106.40486,15.37712,6.813186813,98.75,27.96325662,28.33861386,27.60506425,69.76362443,58.24031517,11.52330926,104.8419637
4200002,LINCOLNSHIRE,GRANTHAM,DENTON,0.192069356,agriculture,7066,36788.79413,4.80824115,137.6825,228.66355,251.55603,196.71819,128.90434,18.12362,6.879194631,123.2876712,27.36330171,27.45667971,27.26743185,74.61063041,62.47218789,12.13844252,94.65832531
4200003,LINCOLNSHIRE,GRANTHAM,GRANTHAM,0.552229367,agriculture,18369,33263.35234,4.9153227,157.15225,256.21483,253.57668,204.9909,93.19315,17.93673,7.37833595,126.2345679,26.01532588,26.24646013,25.77253411,68.19557839,59.07714889,9.118429502,95.07874016
4210001,LINCOLNSHIRE,LINCOLN,LINCOLN SOUTH-WEST,0.175667984,agriculture,13147,74840.04596,5.36681265,167.19036,274.38783,279.44678,208.04845,121.63916,22.64995,5.536626917,145.8333333,27.20100426,27.31736069,27.08605566,74.85699082,62.69788479,12.15910603,101.3661934
4210002,LINCOLNSHIRE,LINCOLN,LINCOLN HOME,1.152556932,agriculture,30912,26820.36708,4.59027285,144.84081,253.88064,250.17817,188.88998,74.13033,6.13464,6.814770339,182.6431282,25.89894341,26.37249539,25.40699134,61.11749347,53.77023499,7.347258486,94.23876661
4210003,LINCOLNSHIRE,LINCOLN,LINCOLN NORTH-EAST,0.14170057,agriculture,8231,58087.27522,4.954305,149.28401,247.51156,239.63649,231.24521,107.10601,16.07772,5.616605617,128.8433382,26.92332928,26.77930517,27.05958856,75.10638298,62.21276596,12.89361702,107.5055188
4220001,LINCOLNSHIRE,HORNCASTLE,WRAGBY,0.133303508,agriculture,4327,32459.761,5.07479455,150.15553,255.63033,267.79722,228.64761,100.98847,11.73975,3.728070175,111.2759644,25.96532594,25.45250351,26.46596619,74.08450704,63.54124748,10.54325956,106.3953488
4220002,LINCOLNSHIRE,HORNCASTLE,HORNCASTLE,0.327242937,agriculture,8970,27410.82839,4.34349855,121.27959,219.64363,211.05634,194.56969,101.18628,20.96418,10.97992916,141.1935953,27.70992196,28.06490697,27.3325667,68.76763876,56.51928504,12.24835372,90.22906228
4220003,LINCOLNSHIRE,HORNCASTLE,TETFORD,0.151225267,agriculture,4166,27548.30638,4.72399975,115.57459,244.16922,282.00067,184.11805,110.82038,8.11704,8.201058201,123.0769231,27.23721489,27.15972562,27.31167608,73.3250104,61.67290886,11.65210154,104.5106383
4220004,LINCOLNSHIRE,HORNCASTLE,TATTERSHALL,0.212765616,agriculture,6301,29614.74747,4.8854161,162.60012,234.38551,260.11019,189.91821,106.59125,23.47794,9.705372617,106.6822978,27.39437738,27.49221975,27.29647283,74.93748263,62.26729647,12.67018616,101.3989927
4230001,LINCOLNSHIRE,SPILSBY,STICKNEY,0.185554647,agriculture,2179,11743.17129,5.20617495,174.62653,256.88072,296.74662,239.04676,54.03843,19.89593,5.829596413,111.4058355,27.03900872,27.65323336,26.44964029,78.16843827,64.34995912,13.81847915,102.1487603
4230002,LINCOLNSHIRE,SPILSBY,WAINFLEET,0.232121073,agriculture,5723,24655.23675,5.52768985,180.6678,245.31246,304.05184,238.32664,119.35494,17.82429,7.050092764,104.0086674,26.36112568,26.41223776,26.31003146,79.11709455,67.2510958,11.86599875,102.9224905
4230003,LINCOLNSHIRE,SPILSBY,SPILSBY,0.272758943,agriculture,8631,31643.3255,4.4792989,117.27666,233.37906,255.30495,190.67686,82.66712,16.55513,13.4057971,114.8243359,27.97624565,28.497135,27.44363722,71.40019861,58.17279047,13.22740814,92.17557252
4230004,LINCOLNSHIRE,SPILSBY,BURGH,0.19942136,agriculture,4862,24380.5378,5.2582298,175.57124,293.12771,255.76004,220.50724,88.91252,17.76721,8.977035491,111.2618725,27.74794239,28.16933169,27.32342007,71.61016949,58.86299435,12.74717514,97.21448468
4230005,LINCOLNSHIRE,SPILSBY,ALFORD,0.232953522,agriculture,7851,33702.00168,4.85136225,154.30322,274.30291,229.93857,197.26286,101.79775,12.66714,5.812417437,138.6481802,26.62356688,26.66575547,26.57919498,71.28518438,60.59349771,10.69168667,93.29396879
4240001,LINCOLNSHIRE,LOUTH,WITHERN,0.171774196,agriculture,4667,27169.38932,5.28130045,164.51632,249.94842,266.05046,244.51379,109.2557,21.9754,6.378132118,119.5499297,25.93357617,25.99310939,25.87462687,77.65511991,66.80624286,10.84887705,99.9238965
4240002,LINCOLNSHIRE,LOUTH,LOUTH,0.366574507,agriculture,14532,39642.6912,4.4661042,132.05242,235.44655,248.31027,186.089,77.59131,13.73129,9.546165884,151.7943744,27.57802712,28.29165023,26.79399018,67.8451762,56.22183709,11.62333911,87.13513514
4240003,LINCOLNSHIRE,LOUTH,BINBROOK,0.149773904,agriculture,4245,28342.72113,5.5010873,179.62617,254.79443,303.13763,239.55706,103.11348,19.98869,4.966139955,111.2656467,25.52061249,25.12560386,25.89655172,75.05154639,65.40206186,9.649484536,112.3467601
4240004,LINCOLNSHIRE,LOUTH,SALTFLEET,0.184686728,agriculture,5756,31166.28935,5.81544255,214.70604,282.95831,276.2547,267.0033,109.95518,12.21098,5.555555556,114.0939597,26.90792217,26.37881445,27.42719449,78.20433437,65.82043344,12.38390093,106.7861716
4240005,LINCOLNSHIRE,LOUTH,TETNEY,0.197288722,agriculture,5608,28425.345,5.4932194,171.10612,271.6686,278.94473,256.20527,108.98506,11.7341,5.008944544,121.1453744,26.54261769,26.91274439,26.18341532,78.99776572,66.90073412,12.0970316,100.1916933
4250001,LINCOLNSHIRE,CAISTOR,GREAT GRIMSBY,0.630093084,agriculture,29693,47124.78323,5.1490812,190.70383,272.14269,257.38083,190.99988,106.75372,11.83529,3.79161529,180.5060006,24.62409817,24.67785421,24.57343985,61.06646394,55.33774978,5.728714162,110.2763188
4250002,LINCOLNSHIRE,CAISTOR,CAISTOR,0.144304525,agriculture,9182,63629.32825,4.7917489,146.9595,259.90748,257.08263,180.39911,103.81353,10.18753,8.998732573,114.8804934,26.71465912,26.37890369,27.04866391,69.12875299,58.94271505,10.18603794,104.6362608
4250003,LINCOLNSHIRE,CAISTOR,MARKET RASEN,0.174497248,agriculture,10010,57364.80145,4.613055,156.48818,250.8859,231.86974,176.59775,91.52691,15.24252,7.344632768,132.9677862,27.16826539,27.44911147,26.8931962,71.28187575,59.1305836,12.15129214,98.94450119
4260001,LINCOLNSHIRE,GLANFORD BRIGG,BRIGG,0.233459514,agriculture,12168,52120.38604,4.69768135,153.07718,228.67974,236.17524,196.68364,111.37961,13.54086,9.77443609,120.4943357,26.76462777,26.82486807,26.70359231,72.81985083,61.44578313,11.3740677,97.67507797
4260002,LINCOLNSHIRE,GLANFORD BRIGG,WINTERTON,0.207163397,agriculture,10826,52258.26652,5.0339433,171.70875,266.07668,238.56674,213.24537,100.37459,16.81653,5.059797608,147.5409836,26.05440606,26.17367154,25.9356682,72.3336517,61.90703598,10.42661573,100.5106926
4260003,LINCOLNSHIRE,GLANFORD BRIGG,BARTON,0.286992354,agriculture,13245,46151.05526,4.82759045,164.99156,259.19023,249.97801,179.95991,99.75301,11.64537,4.778636683,133.8415925,27.1115222,27.1582955,27.06173032,70.36274762,58.64419861,11.71854901,92.66418835
4270001,LINCOLNSHIRE,GAINSBOROUGH,OWSTON,0.294091206,agriculture,4567,15529.19608,4.9821794,158.16087,263.62562,236.93983,208.10077,111.14312,18.46567,4.846938776,141.7069243,28.48080719,28.53934987,28.41918055,73.21428571,59.95440729,13.25987842,90.1734104
4270002,LINCOLNSHIRE,GAINSBOROUGH,SCOTTER,0.139314583,agriculture,4491,32236.39564,4.94516865,156.83075,249.34277,271.63488,204.25921,95.75376,11.21236,7.317073171,141.5384615,27.63697105,27.73410922,27.54078014,68.41710428,56.22655664,12.19054764,104.9192929
4270003,LINCOLNSHIRE,GAINSBOROUGH,MISTERTON,0.236520056,agriculture,3302,13960.7611,5.31131275,188.24588,257.98848,302.52756,185.90268,98.22857,29.36938,3.977272727,155.1401869,27.26628294,27.31148527,27.22039072,74.37929213,61.6481775,12.73111463,102.2435897
4270004,LINCOLNSHIRE,GAINSBOROUGH,GAINSBOROUGH,1.699116129,semi-rural,8655,5093.824873,4.7976687,175.99726,252.13119,233.06622,183.19271,97.3451,17.80126,6.889352818,165.0426309,26.97787664,27.41911069,26.52164343,60.68392581,50.96599691,9.717928903,97.55725191
4270005,LINCOLNSHIRE,GAINSBOROUGH,WILLINGHAM,0.139163944,agriculture,4101,29468.84,5.277315295,164.217385,292.190451,275.933142,195.26335,123.556506,4.302225,6.766917293,106.9609508,26.89465984,27.05297679,26.74657857,72.67368421,61.51578947,11.15789474,109.9911583
4270006,LINCOLNSHIRE,GAINSBOROUGH,MARTON,0.148541397,agriculture,2114,14231.7229,4.6100339,149.09834,238.62089,263.26965,145.14383,99.93796,25.93611,5.97826087,96.21993127,28.58088931,28.41682243,28.74904215,69.25540432,54.44355484,14.81184948,97.93977813
4280001,NOTTINGHAMSHIRE,EAST RETFORD,GRINGLEY,0.165400401,agriculture,3224,19492.09307,4.933296325,190.441754,250.96902,261.924388,180.474,101.174602,1.675501,8.19112628,106.25,27.94313238,28.41324341,27.4599874,73.75809935,59.98920086,13.76889849,93.92670157
4280002,NOTTINGHAMSHIRE,EAST RETFORD,CLARBOROUGH,0.251584776,agriculture,6089,24202.57736,4.69779655,153.80431,247.1075,231.97533,194.59072,93.65016,18.43129,12.20657277,160.9907121,28.22934122,28.14354528,28.31920619,75.97571552,61.31830009,14.65741544,92.80936455
4280003,NOTTINGHAMSHIRE,EAST RETFORD,EAST RETFORD,0.376347264,agriculture,8867,23560.68675,4.25174605,141.82398,207.91035,231.16167,169.59807,87.94781,11.90733,5.968468468,127.9069767,26.61958484,26.92615582,26.27791031,67.75170326,57.38077214,10.37093111,86.05633803
4280004,NOTTINGHAMSHIRE,EAST RETFORD,TUXFORD,0.192352522,agriculture,4855,25240.11621,4.1758749,134.54693,212.16829,234.10023,142.19077,95.42604,16.74272,7.908163265,104.3046358,28.41908885,28.11644951,28.72943633,74.49640288,59.85611511,14.64028777,95.0877193
4290001,NOTTINGHAMSHIRE,WORKSOP,WORKSOP,0.503536104,agriculture,10458,20769.1165,5.01890875,193.48012,266.07356,247.62878,194.10989,83.72093,18.76847,6.244725738,145.8632233,25.46504734,25.51444184,25.4175886,65.61609123,58.18815331,7.427937916,107.7657124
4290002,NOTTINGHAMSHIRE,WORKSOP,CARLTON,0.168392284,agriculture,3436,20404.73539,4.378197695,129.348916,224.882822,226.046678,197.11947,89.348016,8.893637,9.090909091,111.3207547,27.50873108,27.41371681,27.61425061,67.6097561,55.85365854,11.75609756,89.63922294
4290003,NOTTINGHAMSHIRE,WORKSOP,ANSTON,0.270485556,agriculture,4706,17398.34125,6.02144185,218.8888,290.52158,274.41238,257.07342,134.71053,28.68166,6.597222222,133.0188679,24.62486784,24.49502262,24.73878523,67.51682607,60.32589444,7.190931633,125.6594724
4290004,NOTTINGHAMSHIRE,WORKSOP,CARBURTON,0.319605315,agriculture,6747,21110.41239,5.16334915,210.96946,268.24738,238.976,203.91736,92.8982,17.66143,5.688622754,144.9875725,26.29602728,26.03324379,26.5037155,60.19947756,52.50534315,7.69413441,144.2575406
4300001,NOTTINGHAMSHIRE,MANSFIELD,WARSOP,0.340586152,agriculture,4077,11970.53953,5.4444533,173.40495,273.30046,291.51004,230.76937,96.85421,23.05163,9.027777778,153.2033426,26.6548933,26.09758502,27.20703125,66.34026928,57.73153815,8.60873113,99.43043124
4300002,NOTTINGHAMSHIRE,MANSFIELD,PLEASLEY,0.156487678,agriculture,2594,16576.38504,4.35463435,127.51702,186.67146,213.42403,210.87795,109.67409,22.76232,5.581395349,165.4501217,28.22097956,27.87344913,28.52456647,61.35656503,50.03111388,11.32545115,118.3423913
4300003,NOTTINGHAMSHIRE,MANSFIELD,BLACKWELL,0.786271406,mining,5724,7279.928988,6.27099275,277.79508,323.17333,266.3186,234.51162,130.49752,21.9024,8.181818182,185.3372434,23.49703005,23.09911243,23.85331126,79.71742543,72.24489796,7.472527473,121.6423104
4300004,NOTTINGHAMSHIRE,MANSFIELD,SUTTON IN ASHFIELD,1.38270805,textile,10510,7601.026116,6.4121975,267.9569,335.20395,276.32363,270.5647,109.64127,22.74905,10.45845272,202.7131783,24.46093824,23.98561293,24.90469181,70.57295894,63.1391008,7.43385814,111.8638239
4300005,NOTTINGHAMSHIRE,MANSFIELD,MANSFIELD,1.643234737,textile,11824,7195.563563,4.43989485,151.45772,230.04416,223.82678,172.69055,85.64293,24.31683,9.779179811,154.2078044,26.82702886,26.80995025,26.84482461,60.60070671,51.95705355,8.643653167,94.55314648
4300006,NOTTINGHAMSHIRE,MANSFIELD,BLIDWORTH,0.158577734,agriculture,1104,6961.885343,4.4959863,170.525734,255.244778,195.04962,170.462557,102.773783,5.140788,12.26415094,154.2857143,27.50904159,28.54311927,26.50445633,70.67901235,58.33333333,12.34567901,95.77039275
4310001,NOTTINGHAMSHIRE,BASFORD,GREASLEY,0.937043538,mining,22538,24052.2442,6.347956,270.8594,316.7628,309.9588,233.7009,116.9949,21.3144,4.770075498,156.8161025,23.6972056,23.35653504,24.00008501,75.35705831,68.65777637,6.699281938,121.8274112
4310002,NOTTINGHAMSHIRE,BASFORD,ILKESTON,1.766148287,mining,15735,8909.217938,6.2519616,258.78601,326.74686,288.62258,216.84903,132.56568,26.82216,7.829010567,172.9947196,23.95599412,23.72483574,24.17459923,74.54849498,67.80379041,6.744704571,109.3837535
4310003,NOTTINGHAMSHIRE,BASFORD,BASFORD,2.63921774,textile,18139,6872.869836,4.6085,157.6693,229.80681,241.43483,180.01559,98.17428,14.59919,8.482142857,181.7925592,25.61318778,25.77322719,25.43533931,64.47225245,56.41095394,8.061298513,83.31117021
4310004,NOTTINGHAMSHIRE,BASFORD,BULWELL,1.123008274,textile,9950,8860.130625,6.04000235,247.60325,318.70356,283.54005,229.80891,107.59963,20.74507,8.073654391,215.4485625,24.76336952,24.42346415,25.08895887,70.25500599,62.39945234,7.855553654,108.2323592
4310005,NOTTINGHAMSHIRE,BASFORD,ARNOLD,0.442201095,textile,8374,18937.08564,4.96910145,158.74076,253.7162,250.29756,219.39406,95.31627,16.35544,10.03344482,157.6660459,27.02455678,26.45090909,27.58489226,70.19367992,58.93985729,11.25382263,104.1198502
4310006,NOTTINGHAMSHIRE,BASFORD,CARLTON,0.504097001,textile,4460,8847.503536,5.50542795,237.88374,263.08172,245.35025,207.75988,127.18284,19.82716,8.227848101,208.8535755,26.71505497,26.33273056,27.09175947,74.78431373,63.21568627,11.56862745,95.10328998
4310007,NOTTINGHAMSHIRE,BASFORD,WILFORD,0.350131946,textile,5365,15322.79489,4.59928685,159.44909,228.89085,221.62211,185.44137,107.73564,16.71831,6.034482759,138.836773,27.26496364,27.46313017,27.0702403,70.68746022,60.24824952,10.43921069,96.99059561
4320001,NOTTINGHAMSHIRE,RADFORD,LENTON,3.034072942,textile,6163,2031.262965,4.1834413,158.48508,213.77493,215.26145,146.84759,88.75663,13.56258,3.924646782,151.9313305,25.8038293,26.08993902,25.47832119,62.6550541,55.42359462,7.231459488,83.1319478
4320002,NOTTINGHAMSHIRE,RADFORD,RADFORD,17.18157627,textile,11574,673.6285319,4.76805085,188.81605,230.19348,221.25809,188.06945,109.78313,15.48997,7.489597781,216.8486739,25.18674386,25.41205697,24.94091073,62.41403509,56.05614035,6.357894737,87.00787402
4320003,NOTTINGHAMSHIRE,RADFORD,HYSON GREEN,0.928999065,textile,3815,4106.570333,4.5368085,176.68721,249.23904,223.09961,144.51474,101.70277,12.11833,6.081081081,162.7906977,24.62359109,24.87323944,24.35194308,63.03418803,57.52136752,5.512820513,86.75179569
4320004,NOTTINGHAMSHIRE,RADFORD,SNENTON,13.95751605,textile,12237,876.7319311,4.01632485,157.92939,206.90218,198.24561,152.20203,76.35915,11.62661,6.345733042,205.7700467,26.14186484,26.52351675,25.70860234,56.18379068,49.84045948,6.343331206,83.7045721
4330001,NOTTINGHAMSHIRE,NOTTINGHAM,SHERWOOD,42.53395987,semi-professional,16030,376.8753262,3.098783795,83.508412,157.3383,166.36291,139.715738,64.859387,7.972012,3.230769231,143.1049436,26.86277454,27.17238366,26.44763439,49.07649254,42.53731343,6.539179104,66.79632799
4330002,NOTTINGHAMSHIRE,NOTTINGHAM,ST MARY,52.18336747,textile,6796,130.2330671,4.1169934,182.46751,210.15298,207.16157,148.08282,62.84134,12.69246,9.926470588,225.7607926,26.36190897,27.05185185,25.5620229,61.10583768,52.84765069,8.258186996,80.16246259
4330003,NOTTINGHAMSHIRE,NOTTINGHAM,ST ANN,33.44350303,textile,24229,724.4755424,3.52364405,129.20575,175.3435,174.6162,133.01629,78.11273,14.43434,9.142394822,197.4666365,26.86539811,27.17032158,26.51784137,55.780607,48.24459877,7.53600823,82.19306467
4330004,NOTTINGHAMSHIRE,NOTTINGHAM,BYRON,75.52379305,textile,15041,199.1557811,3.84655605,134.70076,191.00514,182.41025,161.26021,80.26532,19.66953,8.009563658,214.1420912,26.52510011,26.92086807,26.05974794,57.10594315,49.55622964,7.549713515,81.13553114
4330005,NOTTINGHAMSHIRE,NOTTINGHAM,EXCHANGE,50.72630221,textile,11668,230.0187377,3.7201521,129.25,200.82073,162.47026,158.947,71.79311,20.74932,5.764611689,188.8355866,25.91007287,26.330591,25.47136101,54.15620457,48.16968415,5.986520418,93.77720871
4330006,NOTTINGHAMSHIRE,NOTTINGHAM,CASTLE,38.43483006,textile,7755,201.7701129,3.56770745,137.37482,194.011,167.75792,143.82783,59.86805,10.70187,5.023923445,193.0527722,26.23884447,26.84144612,25.51476434,51.86055621,45.18213866,6.678417548,80.61549346
4330007,NOTTINGHAMSHIRE,NOTTINGHAM,PARK,107.6577348,semi-professional,5102,47.39092837,2.59456424,82.558815,146.572185,153.680308,88.214512,46.886276,1.000752,5.080213904,164.3192488,27.70123505,27.65042017,27.77234243,46.8758998,39.41837029,7.457529513,67.21232547
4340001,NOTTINGHAMSHIRE,SOUTHWELL,SOUTHWELL,0.223013281,agriculture,11866,53207.59351,3.94737165,119.64444,187.75894,207.7964,167.96201,94.39063,11.92191,9.038461538,122.3602484,29.01522278,29.18814007,28.82957971,67.59352157,53.71936362,13.87415795,88.66955111
4340002,NOTTINGHAMSHIRE,SOUTHWELL,KNEESAL,0.154893917,agriculture,10071,65018.6929,4.48255555,137.06624,214.95491,220.31343,205.63518,105.96805,12.5733,7.789232532,105.7142857,29.17942607,29.19928614,29.15950676,73.07097439,57.70750988,15.36346451,101.349481
4350001,NOTTINGHAMSHIRE,NEWARK,NORTH COLLINGHAM,0.207703129,agriculture,5229,25175.35496,5.2860183,126.67574,272.77216,265.04526,244.85875,134.53526,13.31649,5.530973451,150.5681818,28.22819434,28.87014983,27.59161905,78.97980144,63.50564875,15.47415269,92.55108767
4350002,NOTTINGHAMSHIRE,NEWARK,BASSINGHAM,0.169542402,agriculture,3561,21003.59528,5.38451077,143.666964,229.303103,280.540577,273.13274,140.573495,9.685275,9.523809524,138.5281385,27.84129213,28.05019741,27.6340235,78.62518816,65.57952835,13.04565981,102.9531568
4350003,NOTTINGHAMSHIRE,NEWARK,NEWARK,6.061280836,semi-rural,12187,2010.631141,4.930831,170.52809,250.08533,265.56284,208.10029,81.77519,10.11446,6.598586017,166.893424,26.33938249,26.65157449,25.99551337,67.67176098,58.0338703,9.637890679,89.63446475
4350004,NOTTINGHAMSHIRE,NEWARK,BENNINGTON,0.179065837,agriculture,4329,24175.46575,4.594991035,145.966647,250.812955,254.868313,175.662236,83.640036,8.04802,6.578947368,133.5311573,28.89602588,28.70754301,29.10334789,79.06495656,62.92925114,16.13570542,89.71742543
4350005,NOTTINGHAMSHIRE,NEWARK,CLAYPOLE,0.176986512,agriculture,4310,24352.13824,5.2709878,145.08238,236.32457,264.4418,259.70264,136.32527,12.3209,14.17721519,108.1081081,27.81685237,27.79279701,27.840553,79.27590512,64.41947566,14.85642946,97.61513158
4360001,NOTTINGHAMSHIRE,BINGHAM,BINGHAM,0.222221458,agriculture,7221,32494.61172,4.27714825,108.98104,195.54919,234.09464,185.8249,119.22921,11.75067,11.38613861,142.7104723,28.97459004,29.26660865,28.67158338,74.27909372,59.44902163,14.83007209,86.46183389
4360002,NOTTINGHAMSHIRE,BINGHAM,RATCLIFFE UPON TRENT,0.202778456,agriculture,7444,36710.01419,4.71261115,139.39211,231.28206,250.41683,191.06952,113.2557,17.10601,7.142857143,111.1111111,27.67218187,27.83673997,27.4939759,77.59197324,63.8079312,13.78404204,89.06955736
4370001,DERBYSHIRE,SHARDLOW,CASTLE DONINGTON,0.437511134,agriculture,5758,13160.80792,4.9430536,168.11292,279.12964,229.72747,184.9948,108.14435,18.50154,8.347529813,160.591133,28.17003721,28.39925489,27.92060811,72.50907061,58.05191181,14.45715881,86.90662493
4370002,DERBYSHIRE,SHARDLOW,MELBOURNE,0.335158354,agriculture,4693,14002.33634,4.69877705,167.90395,242.06928,240.98178,196.34453,82.11468,10.34119,6.896551724,111.5591398,28.02366738,28.41890219,27.60123511,66.48917288,54.91657792,11.57259496,88.93360161
4370003,DERBYSHIRE,SHARDLOW,SHARDLOW,0.381667707,agriculture,4866,12749.31022,4.58673385,130.10568,232.92438,254.13695,209.33502,80.26617,10.57857,6.823529412,112.0107962,27.16690647,27.83223954,26.49855789,66.49555099,55.74948665,10.74606434,95.32085561
4370004,DERBYSHIRE,SHARDLOW,STAPLEFORD,0.626148856,textile,11124,17765.74354,5.35920335,193.273857,279.622152,266.351224,219.331195,105.052496,8.209746,3.46184107,143.1561323,25.06294964,25.73467113,24.43290345,69.30572473,61.12971985,8.176004872,104.483188
4370005,DERBYSHIRE,SHARDLOW,SPONDON,0.479913037,agriculture,7484,15594.49197,4.274363225,148.37436,220.747022,222.972005,175.673278,78.355577,8.750403,5.670816044,116.2790698,26.99585783,27.56155055,26.40671031,71.18023788,59.97255261,11.20768527,91.75438596
4380001,DERBYSHIRE,DERBY,ST ALKMUND,11.91181808,textile,18910,1587.499059,4.3522576,155.35324,230.84015,225.59781,161.48121,80.48303,16.69608,5.019305019,156.2587511,25.21511946,25.64992804,24.75549014,59.26969169,53.24695278,6.022738912,94.16297917
4380002,DERBYSHIRE,DERBY,ST PETER,24.64934012,other urban,43423,1761.629309,,,,,,,,5.195563339,138.3792049,,,,,,,
4390001,DERBYSHIRE,BELPER,DUFFIELD,0.315113731,agriculture,6327,20078.46496,4.1304128,121.68492,203.59096,227.24117,170.86577,83.41054,19.2892,7.73480663,115.1653364,27.47129527,27.82642089,27.09452412,67.27513228,55.82010582,11.45502646,88.5286783
4390002,DERBYSHIRE,BELPER,HORSLEY,0.570007372,agriculture,6089,10682.31798,5.51119125,212.82769,284.93723,273.87434,228.93727,73.1301,28.53162,7.174231332,132.5503356,26.37095449,26.26616746,26.46872023,74.36264681,63.79260957,10.57003724,111.1917725
4390003,DERBYSHIRE,BELPER,BELPER,2.658873147,textile,8527,3206.997674,4.47020295,149.64228,253.53565,201.05078,178.23117,99.80411,11.7766,10.14492754,134.9306431,26.67351009,26.65041209,26.69778633,66.15984405,57.03703704,9.122807018,91.99101796
4390004,DERBYSHIRE,BELPER,RIPLEY,1.038653978,agriculture,14179,13651.3221,5.6658103,216.93068,295.29316,289.48981,204.76175,112.45404,14.23262,6.950269623,151.9693273,24.81674543,24.66337066,24.96123288,71.75914708,64.19917616,7.559970923,109.1208513
4390005,DERBYSHIRE,BELPER,ALFRETON,2.558487614,semi-rural,11806,4614.444853,6.00312285,234.78188,295.40944,298.75511,224.08659,119.2185,28.37305,5.626598465,146.5012065,24.04973733,24.10307057,24.00208567,71.46593055,64.52128432,6.94464623,121.5320245
4390006,DERBYSHIRE,BELPER,WIRKSWORTH,0.39599496,agriculture,5936,14990.08978,4.33677347,145.734296,198.534146,230.715569,182.970205,100.295231,9.105247,4.736842105,128.1216069,27.24237317,27.32346167,27.15722184,66.23704119,55.81395349,10.4230877,92.19170705
4400001,DERBYSHIRE,ASHBORNE,BRAILSFORD,0.165758248,agriculture,2962,17869.39741,4.85504955,159.38176,230.13497,215.42415,234.03245,114.37749,17.65909,5.283018868,74.81296758,26.73835246,26.92264808,26.56516045,71.51129126,60.56745802,10.94383324,102.9377203
4400002,DERBYSHIRE,ASHBORNE,MAYFIELD,0.280297436,agriculture,3506,12508.14153,4.5364206,138.55823,247.75242,208.63122,216.89617,82.91168,12.5344,6.233062331,111.3043478,27.213919,27.3109151,27.10992908,66.08242539,55.66082425,10.42160114,91.04072398
